CustomerID,ProductID,Quantity,Price,TransactionDate,TotalPrice
234,13,4,2.86,2023-04-21,11.44
486,41,2,9.52,2023-09-19,19.04
268,18,1,8.8,2023-06-11,8.8
338,48,3,2.48,2023-05-07,7.4399999999999995
824,8,1,5.56,2023-06-19,5.56
894,12,1,3.08,2023-06-16,3.08
300,27,1,6.38,2023-01-23,6.38
324,23,2,9.75,2023-12-19,19.5
533,37,2,7.58,2023-12-29,15.16
476,50,4,7.57,2023-10-21,30.28
512,28,1,8.47,2023-03-26,8.47
632,13,2,2.86,2023-03-05,5.72
477,8,4,5.56,2023-09-20,22.24
271,19,3,5.35,2023-04-18,16.049999999999997
271,18,4,8.8,2023-06-09,35.2
81,8,4,5.56,2023-06-14,22.24
484,8,3,5.56,2023-03-01,16.68
448,9,4,10.0,2023-02-05,40.0
374,21,3,3.98,2023-10-30,11.94
743,50,2,7.57,2023-02-23,15.14
44,12,4,3.08,2023-09-11,12.32
156,25,1,8.13,2023-05-09,8.13
359,27,1,6.38,2023-08-30,6.38
728,14,2,3.63,2023-12-02,7.26
917,49,1,3.52,2023-05-02,3.52
536,45,3,3.27,2023-06-03,9.81
291,13,3,2.86,2023-12-30,8.58
289,12,2,3.08,2023-11-19,6.16
834,15,3,6.55,2023-11-21,19.65
279,20,1,5.97,2023-10-26,5.97
790,35,1,5.0,2023-01-22,5.0
442,19,3,5.35,2023-09-24,16.049999999999997
581,39,2,6.7,2023-12-06,13.4
814,2,4,8.44,2023-03-12,33.76
936,32,3,2.35,2023-06-05,7.050000000000001
793,6,1,9.33,2023-12-06,9.33
343,40,2,3.92,2023-04-22,7.84
274,49,4,3.52,2023-02-19,14.08
949,9,2,10.0,2023-04-04,20.0
475,33,3,9.5,2023-02-10,28.5
649,7,2,7.81,2023-10-08,15.62
774,34,4,3.58,2023-03-13,14.32
226,1,2,2.48,2023-06-16,4.96
343,4,4,8.99,2023-06-03,35.96
251,42,3,3.68,2023-08-25,11.040000000000001
595,48,4,2.48,2023-06-12,9.92
779,6,3,9.33,2023-10-02,27.990000000000002
575,45,3,3.27,2023-08-03,9.81
542,35,2,5.0,2023-11-16,10.0
140,2,1,8.44,2023-01-12,8.44
159,40,1,3.92,2023-08-24,3.92
328,12,1,3.08,2023-12-06,3.08
571,14,1,3.63,2023-12-01,3.63
991,13,4,2.86,2023-06-09,11.44
43,13,3,2.86,2023-02-10,8.58
982,18,1,8.8,2023-08-19,8.8
328,42,2,3.68,2023-08-22,7.36
666,26,4,2.12,2023-02-21,8.48
493,44,4,2.1,2023-06-27,8.4
823,36,3,8.82,2023-11-12,26.46
119,27,4,6.38,2023-08-30,25.52
340,35,2,5.0,2023-02-19,10.0
26,9,4,10.0,2023-04-19,40.0
174,43,4,2.36,2023-08-18,9.44
378,8,2,5.56,2023-07-02,11.12
491,14,1,3.63,2023-03-09,3.63
132,9,2,10.0,2023-05-12,20.0
885,27,2,6.38,2023-09-15,12.76
981,20,1,5.97,2023-03-29,5.97
852,48,4,2.48,2023-03-02,9.92
250,31,1,8.03,2023-06-09,8.03
550,12,2,3.08,2023-02-25,6.16
162,50,4,7.57,2023-09-19,30.28
445,36,4,8.82,2023-06-16,35.28
877,20,2,5.97,2023-01-02,11.94
730,23,4,9.75,2023-04-16,39.0
520,37,4,7.58,2023-06-18,30.32
957,20,3,5.97,2023-10-17,17.91
166,48,1,2.48,2023-02-20,2.48
597,35,1,5.0,2023-07-27,5.0
355,10,4,2.62,2023-01-18,10.48
273,44,4,2.1,2023-01-27,8.4
686,19,3,5.35,2023-11-28,16.049999999999997
489,45,1,3.27,2023-06-02,3.27
168,6,4,9.33,2023-04-24,37.32
546,27,3,6.38,2023-04-27,19.14
866,16,2,2.77,2023-11-03,5.54
834,32,3,2.35,2023-11-13,7.050000000000001
202,12,3,3.08,2023-09-22,9.24
88,3,3,9.48,2023-06-06,28.44
325,43,4,2.36,2023-10-29,9.44
281,15,2,6.55,2023-12-25,13.1
7,13,2,2.86,2023-06-16,5.72
866,11,4,6.24,2023-09-30,24.96
371,8,3,5.56,2023-01-16,16.68
768,23,3,9.75,2023-10-27,29.25
573,16,3,2.77,2023-08-07,8.31
217,4,4,8.99,2023-02-07,35.96
62,16,2,2.77,2023-06-28,5.54
188,44,1,2.1,2023-01-06,2.1
504,33,2,9.5,2023-05-12,19.0
634,3,4,9.48,2023-04-23,37.92
459,47,4,2.43,2023-02-07,9.72
798,26,4,2.12,2023-08-04,8.48
240,46,3,7.83,2023-09-12,23.490000000000002
29,7,2,7.81,2023-06-29,15.62
153,14,4,3.63,2023-05-08,14.52
388,47,2,2.43,2023-09-22,4.86
467,13,1,2.86,2023-12-28,2.86
662,31,4,8.03,2023-07-07,32.12
263,26,4,2.12,2023-12-20,8.48
85,47,1,2.43,2023-03-03,2.43
278,2,4,8.44,2023-05-02,33.76
632,16,4,2.77,2023-02-28,11.08
284,9,2,10.0,2023-09-25,20.0
923,45,4,3.27,2023-04-23,13.08
986,28,2,8.47,2023-04-29,16.94
449,1,4,2.48,2023-02-23,9.92
367,44,4,2.1,2023-12-02,8.4
388,37,4,7.58,2023-08-11,30.32
822,29,2,9.91,2023-06-07,19.82
806,43,1,2.36,2023-07-30,2.36
8,44,2,2.1,2023-08-21,4.2
377,43,1,2.36,2023-04-16,2.36
337,20,3,5.97,2023-02-02,17.91
460,35,2,5.0,2023-05-17,10.0
652,6,3,9.33,2023-08-13,27.990000000000002
387,35,1,5.0,2023-02-20,5.0
311,35,1,5.0,2023-09-11,5.0
518,2,1,8.44,2023-01-25,8.44
786,33,2,9.5,2023-09-13,19.0
763,1,4,2.48,2023-04-25,9.92
894,38,4,8.12,2023-11-09,32.48
591,3,2,9.48,2023-08-15,18.96
902,6,2,9.33,2023-08-06,18.66
847,13,1,2.86,2023-08-06,2.86
82,2,2,8.44,2023-11-25,16.88
234,8,4,5.56,2023-10-10,22.24
111,40,2,3.92,2023-03-13,7.84
621,35,2,5.0,2023-04-11,10.0
31,45,1,3.27,2023-08-06,3.27
867,32,3,2.35,2023-10-19,7.050000000000001
772,25,2,8.13,2023-04-28,16.26
129,15,4,6.55,2023-01-19,26.2
862,32,1,2.35,2023-12-13,2.35
301,22,3,5.05,2023-06-17,15.149999999999999
685,20,4,5.97,2023-09-01,23.88
237,32,4,2.35,2023-06-28,9.4
896,24,1,9.19,2023-09-16,9.19
628,49,1,3.52,2023-07-31,3.52
958,50,3,7.57,2023-03-19,22.71
255,36,4,8.82,2023-06-22,35.28
1,33,1,9.5,2023-06-19,9.5
786,1,2,2.48,2023-02-17,4.96
414,38,4,8.12,2023-07-16,32.48
604,21,2,3.98,2023-12-06,7.96
931,9,1,10.0,2023-07-05,10.0
229,44,3,2.1,2023-02-12,6.300000000000001
188,6,3,9.33,2023-02-03,27.990000000000002
22,41,1,9.52,2023-04-18,9.52
64,49,2,3.52,2023-02-28,7.04
735,26,1,2.12,2023-01-18,2.12
505,7,1,7.81,2023-08-26,7.81
614,19,2,5.35,2023-04-14,10.7
658,24,1,9.19,2023-07-13,9.19
39,6,1,9.33,2023-11-21,9.33
720,11,2,6.24,2023-12-01,12.48
898,36,1,8.82,2023-03-09,8.82
144,21,2,3.98,2023-11-03,7.96
727,1,1,2.48,2023-01-06,2.48
750,46,3,7.83,2023-05-02,23.490000000000002
530,32,3,2.35,2023-02-08,7.050000000000001
237,8,1,5.56,2023-05-29,5.56
950,17,4,2.87,2023-06-21,11.48
407,36,1,8.82,2023-10-14,8.82
462,38,3,8.12,2023-09-01,24.36
627,18,2,8.8,2023-12-05,17.6
176,17,2,2.87,2023-08-30,5.74
707,21,4,3.98,2023-11-22,15.92
268,36,1,8.82,2023-01-16,8.82
906,36,1,8.82,2023-02-15,8.82
499,24,1,9.19,2023-12-07,9.19
809,25,3,8.13,2023-08-19,24.39
951,11,3,6.24,2023-10-10,18.72
948,22,3,5.05,2023-11-03,15.149999999999999
48,21,2,3.98,2023-03-03,7.96
773,42,1,3.68,2023-02-19,3.68
907,28,4,8.47,2023-03-05,33.88
498,21,3,3.98,2023-11-21,11.94
255,38,4,8.12,2023-09-02,32.48
647,48,4,2.48,2023-05-27,9.92
375,21,4,3.98,2023-03-26,15.92
429,19,2,5.35,2023-04-23,10.7
329,20,3,5.97,2023-04-05,17.91
393,11,2,6.24,2023-07-24,12.48
201,8,2,5.56,2023-08-08,11.12
493,43,4,2.36,2023-03-27,9.44
742,42,2,3.68,2023-03-02,7.36
19,32,4,2.35,2023-11-03,9.4
3,15,3,6.55,2023-07-28,19.65
198,30,3,8.08,2023-04-25,24.240000000000002
222,32,3,2.35,2023-06-28,7.050000000000001
506,34,2,3.58,2023-07-11,7.16
230,31,2,8.03,2023-11-26,16.06
613,40,1,3.92,2023-11-28,3.92
363,44,3,2.1,2023-12-25,6.300000000000001
158,34,1,3.58,2023-02-13,3.58
156,30,4,8.08,2023-03-29,32.32
658,9,1,10.0,2023-09-16,10.0
443,36,2,8.82,2023-05-07,17.64
396,7,1,7.81,2023-07-21,7.81
306,9,1,10.0,2023-08-06,10.0
329,46,1,7.83,2023-12-27,7.83
345,35,3,5.0,2023-12-27,15.0
516,11,3,6.24,2023-08-10,18.72
625,39,2,6.7,2023-08-10,13.4
12,25,1,8.13,2023-02-15,8.13
826,26,2,2.12,2023-03-31,4.24
435,31,1,8.03,2023-10-26,8.03
656,10,2,2.62,2023-02-27,5.24
954,31,4,8.03,2023-06-16,32.12
132,44,4,2.1,2023-09-09,8.4
887,35,3,5.0,2023-03-12,15.0
997,28,2,8.47,2023-01-18,16.94
957,8,4,5.56,2023-10-29,22.24
936,26,1,2.12,2023-11-28,2.12
511,17,4,2.87,2023-11-27,11.48
982,45,3,3.27,2023-05-20,9.81
158,3,3,9.48,2023-05-24,28.44
950,31,4,8.03,2023-07-29,32.12
68,5,2,6.12,2023-06-22,12.24
569,9,1,10.0,2023-12-10,10.0
204,49,4,3.52,2023-10-17,14.08
376,21,3,3.98,2023-10-04,11.94
80,48,4,2.48,2023-04-22,9.92
302,34,3,3.58,2023-10-28,10.74
603,7,3,7.81,2023-05-06,23.43
80,30,1,8.08,2023-03-02,8.08
226,7,2,7.81,2023-03-19,15.62
12,37,3,7.58,2023-03-28,22.740000000000002
504,27,3,6.38,2023-05-03,19.14
134,34,2,3.58,2023-07-01,7.16
927,21,4,3.98,2023-02-01,15.92
187,16,1,2.77,2023-12-25,2.77
581,12,3,3.08,2023-05-17,9.24
316,16,4,2.77,2023-09-28,11.08
545,43,3,2.36,2023-11-14,7.08
806,22,3,5.05,2023-05-27,15.149999999999999
172,28,1,8.47,2023-04-04,8.47
638,44,2,2.1,2023-01-10,4.2
317,19,2,5.35,2023-08-03,10.7
558,11,4,6.24,2023-10-02,24.96
286,13,4,2.86,2023-07-20,11.44
251,49,3,3.52,2023-10-04,10.56
156,3,2,9.48,2023-09-09,18.96
744,12,1,3.08,2023-07-02,3.08
796,7,4,7.81,2023-09-24,31.24
30,34,3,3.58,2023-06-16,10.74
127,24,2,9.19,2023-04-05,18.38
73,42,3,3.68,2023-06-14,11.040000000000001
76,31,2,8.03,2023-07-06,16.06
98,27,1,6.38,2023-04-23,6.38
207,43,3,2.36,2023-10-07,7.08
551,25,4,8.13,2023-03-03,32.52
268,4,4,8.99,2023-06-08,35.96
459,21,1,3.98,2023-07-13,3.98
759,24,3,9.19,2023-01-28,27.57
858,12,2,3.08,2023-02-16,6.16
33,5,4,6.12,2023-10-20,24.48
691,44,2,2.1,2023-06-29,4.2
41,7,3,7.81,2023-10-21,23.43
199,30,2,8.08,2023-06-02,16.16
287,11,4,6.24,2023-03-15,24.96
663,25,4,8.13,2023-03-09,32.52
124,22,3,5.05,2023-07-21,15.149999999999999
588,10,2,2.62,2023-01-15,5.24
292,39,3,6.7,2023-08-28,20.1
469,11,4,6.24,2023-03-11,24.96
965,10,1,2.62,2023-02-05,2.62
576,38,4,8.12,2023-04-01,32.48
773,12,4,3.08,2023-06-22,12.32
690,20,3,5.97,2023-03-19,17.91
885,37,4,7.58,2023-08-01,30.32
158,48,3,2.48,2023-10-16,7.4399999999999995
704,47,4,2.43,2023-06-27,9.72
830,30,3,8.08,2023-04-28,24.240000000000002
604,29,3,9.91,2023-11-08,29.73
624,40,4,3.92,2023-04-22,15.68
212,7,3,7.81,2023-04-09,23.43
361,3,2,9.48,2023-08-01,18.96
91,10,4,2.62,2023-08-12,10.48
539,36,4,8.82,2023-09-17,35.28
586,9,3,10.0,2023-10-01,30.0
947,9,2,10.0,2023-06-02,20.0
224,4,4,8.99,2023-08-16,35.96
863,17,3,2.87,2023-04-11,8.61
786,9,2,10.0,2023-11-05,20.0
712,10,3,2.62,2023-04-20,7.86
825,28,3,8.47,2023-10-01,25.410000000000004
804,24,1,9.19,2023-05-22,9.19
202,28,3,8.47,2023-10-01,25.410000000000004
733,27,2,6.38,2023-04-11,12.76
816,28,4,8.47,2023-11-04,33.88
49,1,2,2.48,2023-11-08,4.96
376,2,4,8.44,2023-01-06,33.76
968,23,4,9.75,2023-08-23,39.0
630,32,1,2.35,2023-10-20,2.35
580,19,4,5.35,2023-05-24,21.4
636,26,3,2.12,2023-03-12,6.36
712,5,4,6.12,2023-05-03,24.48
319,49,3,3.52,2023-08-27,10.56
969,13,2,2.86,2023-01-31,5.72
294,1,1,2.48,2023-10-17,2.48
6,45,4,3.27,2023-11-10,13.08
610,20,2,5.97,2023-03-05,11.94
56,32,3,2.35,2023-11-16,7.050000000000001
477,5,4,6.12,2023-12-10,24.48
431,40,1,3.92,2023-02-24,3.92
39,42,1,3.68,2023-09-12,3.68
562,26,2,2.12,2023-12-02,4.24
265,46,2,7.83,2023-10-11,15.66
635,29,1,9.91,2023-08-30,9.91
194,22,2,5.05,2023-07-01,10.1
323,39,2,6.7,2023-10-13,13.4
63,24,4,9.19,2023-10-14,36.76
17,31,1,8.03,2023-05-24,8.03
190,37,3,7.58,2023-09-10,22.740000000000002
195,33,2,9.5,2023-03-29,19.0
268,44,4,2.1,2023-06-09,8.4
416,37,4,7.58,2023-06-15,30.32
395,16,4,2.77,2023-12-19,11.08
21,29,1,9.91,2023-09-13,9.91
101,10,4,2.62,2023-07-30,10.48
783,39,2,6.7,2023-04-11,13.4
633,46,1,7.83,2023-02-23,7.83
53,14,4,3.63,2023-10-05,14.52
456,27,3,6.38,2023-08-08,19.14
670,4,1,8.99,2023-09-15,8.99
902,44,4,2.1,2023-08-16,8.4
271,40,2,3.92,2023-03-21,7.84
627,36,4,8.82,2023-02-27,35.28
751,25,4,8.13,2023-12-18,32.52
976,36,3,8.82,2023-10-19,26.46
820,26,2,2.12,2023-12-16,4.24
33,37,1,7.58,2023-05-12,7.58
408,10,1,2.62,2023-02-24,2.62
762,25,2,8.13,2023-06-10,16.26
860,25,1,8.13,2023-09-05,8.13
775,18,3,8.8,2023-12-27,26.400000000000002
714,35,2,5.0,2023-03-31,10.0
121,22,1,5.05,2023-11-16,5.05
66,22,4,5.05,2023-08-31,20.2
76,24,3,9.19,2023-10-05,27.57
856,46,3,7.83,2023-04-26,23.490000000000002
509,11,3,6.24,2023-11-05,18.72
711,16,3,2.77,2023-05-11,8.31
809,38,1,8.12,2023-08-27,8.12
701,38,1,8.12,2023-02-01,8.12
37,31,1,8.03,2023-08-23,8.03
909,7,4,7.81,2023-06-07,31.24
932,31,3,8.03,2023-09-08,24.089999999999996
63,39,4,6.7,2023-06-15,26.8
454,34,4,3.58,2023-01-01,14.32
831,9,1,10.0,2023-09-21,10.0
443,12,2,3.08,2023-06-08,6.16
589,32,2,2.35,2023-12-21,4.7
531,43,4,2.36,2023-07-03,9.44
385,30,2,8.08,2023-07-29,16.16
2,27,3,6.38,2023-10-05,19.14
725,38,3,8.12,2023-06-03,24.36
718,10,3,2.62,2023-10-06,7.86
603,32,1,2.35,2023-09-23,2.35
113,18,3,8.8,2023-08-26,26.400000000000002
108,26,1,2.12,2023-10-06,2.12
150,19,3,5.35,2023-05-02,16.049999999999997
591,35,1,5.0,2023-05-07,5.0
270,9,1,10.0,2023-10-20,10.0
68,11,3,6.24,2023-11-11,18.72
874,1,1,2.48,2023-12-12,2.48
402,34,2,3.58,2023-07-20,7.16
262,30,2,8.08,2023-07-02,16.16
27,12,4,3.08,2023-01-16,12.32
704,35,4,5.0,2023-12-19,20.0
412,18,4,8.8,2023-07-23,35.2
750,12,4,3.08,2023-04-21,12.32
938,16,3,2.77,2023-09-10,8.31
526,38,4,8.12,2023-08-20,32.48
814,18,1,8.8,2023-06-20,8.8
433,6,2,9.33,2023-06-24,18.66
569,12,2,3.08,2023-03-22,6.16
59,3,3,9.48,2023-07-30,28.44
18,27,4,6.38,2023-03-03,25.52
215,41,4,9.52,2023-01-29,38.08
864,26,4,2.12,2023-07-12,8.48
986,12,1,3.08,2023-08-13,3.08
221,40,3,3.92,2023-07-14,11.76
206,13,1,2.86,2023-02-18,2.86
392,23,1,9.75,2023-03-05,9.75
283,21,3,3.98,2023-06-25,11.94
274,33,1,9.5,2023-07-28,9.5
709,2,3,8.44,2023-04-01,25.32
556,20,4,5.97,2023-05-15,23.88
432,15,1,6.55,2023-06-29,6.55
735,44,3,2.1,2023-03-17,6.300000000000001
126,20,1,5.97,2023-05-10,5.97
349,10,2,2.62,2023-09-01,5.24
506,50,1,7.57,2023-01-26,7.57
841,37,4,7.58,2023-07-09,30.32
699,35,1,5.0,2023-03-03,5.0
796,7,4,7.81,2023-12-07,31.24
7,22,2,5.05,2023-12-25,10.1
904,38,1,8.12,2023-03-18,8.12
694,19,1,5.35,2023-03-11,5.35
888,17,1,2.87,2023-08-19,2.87
505,7,2,7.81,2023-12-05,15.62
27,16,2,2.77,2023-06-18,5.54
636,48,1,2.48,2023-11-30,2.48
716,39,4,6.7,2023-06-24,26.8
806,42,4,3.68,2023-06-14,14.72
94,14,3,3.63,2023-06-05,10.89
434,21,3,3.98,2023-05-28,11.94
533,2,2,8.44,2023-10-23,16.88
478,49,4,3.52,2023-09-04,14.08
888,47,2,2.43,2023-01-31,4.86
441,31,2,8.03,2023-08-08,16.06
958,34,2,3.58,2023-02-08,7.16
440,8,3,5.56,2023-09-04,16.68
733,47,2,2.43,2023-08-31,4.86
152,31,3,8.03,2023-03-16,24.089999999999996
698,22,1,5.05,2023-11-02,5.05
650,47,1,2.43,2023-09-17,2.43
641,4,2,8.99,2023-01-03,17.98
615,41,3,9.52,2023-05-13,28.56
404,26,1,2.12,2023-06-19,2.12
456,50,2,7.57,2023-03-10,15.14
51,41,1,9.52,2023-10-13,9.52
551,42,2,3.68,2023-07-09,7.36
964,23,2,9.75,2023-01-29,19.5
765,2,3,8.44,2023-11-29,25.32
415,36,3,8.82,2023-01-20,26.46
550,1,4,2.48,2023-05-18,9.92
953,36,3,8.82,2023-02-22,26.46
895,13,3,2.86,2023-10-22,8.58
646,23,1,9.75,2023-10-20,9.75
60,21,4,3.98,2023-01-28,15.92
977,41,1,9.52,2023-10-30,9.52
475,40,2,3.92,2023-08-06,7.84
446,47,3,2.43,2023-03-21,7.290000000000001
800,49,3,3.52,2023-03-15,10.56
967,29,2,9.91,2023-04-14,19.82
346,14,4,3.63,2023-10-16,14.52
204,6,2,9.33,2023-11-21,18.66
658,19,1,5.35,2023-01-03,5.35
32,14,4,3.63,2023-06-13,14.52
672,7,1,7.81,2023-05-19,7.81
85,31,1,8.03,2023-05-07,8.03
91,6,2,9.33,2023-07-30,18.66
40,45,3,3.27,2023-10-21,9.81
758,23,3,9.75,2023-04-12,29.25
179,34,1,3.58,2023-04-30,3.58
587,5,1,6.12,2023-05-02,6.12
295,15,1,6.55,2023-11-29,6.55
581,47,3,2.43,2023-12-26,7.290000000000001
380,38,3,8.12,2023-09-08,24.36
552,13,2,2.86,2023-08-14,5.72
128,44,4,2.1,2023-09-14,8.4
208,7,1,7.81,2023-09-20,7.81
14,41,2,9.52,2023-10-26,19.04
164,28,4,8.47,2023-02-10,33.88
487,44,1,2.1,2023-06-07,2.1
892,4,3,8.99,2023-02-25,26.97
396,18,3,8.8,2023-04-12,26.400000000000002
360,48,3,2.48,2023-07-18,7.4399999999999995
332,49,3,3.52,2023-05-22,10.56
823,13,1,2.86,2023-10-05,2.86
421,48,3,2.48,2023-04-15,7.4399999999999995
83,32,3,2.35,2023-03-12,7.050000000000001
204,16,1,2.77,2023-05-18,2.77
692,18,3,8.8,2023-12-08,26.400000000000002
163,12,3,3.08,2023-05-05,9.24
955,42,4,3.68,2023-12-13,14.72
81,2,4,8.44,2023-10-11,33.76
541,23,2,9.75,2023-05-25,19.5
394,39,1,6.7,2023-11-20,6.7
870,6,1,9.33,2023-11-25,9.33
9,44,1,2.1,2023-04-10,2.1
146,4,4,8.99,2023-03-23,35.96
753,18,2,8.8,2023-11-11,17.6
237,50,2,7.57,2023-04-28,15.14
221,49,3,3.52,2023-03-12,10.56
666,25,4,8.13,2023-01-09,32.52
351,18,3,8.8,2023-04-28,26.400000000000002
124,22,1,5.05,2023-12-11,5.05
102,1,4,2.48,2023-09-06,9.92
700,19,3,5.35,2023-06-24,16.049999999999997
380,18,2,8.8,2023-11-03,17.6
991,29,2,9.91,2023-05-05,19.82
60,16,1,2.77,2023-04-04,2.77
187,37,1,7.58,2023-01-29,7.58
275,37,4,7.58,2023-07-20,30.32
525,45,2,3.27,2023-08-28,6.54
898,32,4,2.35,2023-10-05,9.4
284,2,2,8.44,2023-10-24,16.88
523,15,3,6.55,2023-04-13,19.65
964,33,3,9.5,2023-03-02,28.5
958,49,4,3.52,2023-05-12,14.08
785,3,4,9.48,2023-12-02,37.92
284,44,2,2.1,2023-09-11,4.2
637,21,4,3.98,2023-06-14,15.92
775,9,1,10.0,2023-08-06,10.0
513,18,2,8.8,2023-07-19,17.6
8,20,2,5.97,2023-03-24,11.94
666,35,2,5.0,2023-05-30,10.0
68,9,2,10.0,2023-07-11,20.0
828,24,1,9.19,2023-05-07,9.19
761,23,3,9.75,2023-01-04,29.25
373,26,1,2.12,2023-02-17,2.12
512,42,3,3.68,2023-07-30,11.040000000000001
421,14,4,3.63,2023-12-10,14.52
429,48,3,2.48,2023-04-11,7.4399999999999995
726,15,1,6.55,2023-12-19,6.55
626,41,4,9.52,2023-07-06,38.08
759,17,4,2.87,2023-08-12,11.48
512,39,4,6.7,2023-07-28,26.8
201,26,1,2.12,2023-12-23,2.12
624,25,3,8.13,2023-01-07,24.39
167,18,4,8.8,2023-06-27,35.2
939,38,1,8.12,2023-08-02,8.12
994,31,2,8.03,2023-04-23,16.06
677,2,4,8.44,2023-05-12,33.76
69,10,3,2.62,2023-01-22,7.86
92,46,2,7.83,2023-05-15,15.66
782,47,3,2.43,2023-10-25,7.290000000000001
654,2,1,8.44,2023-12-15,8.44
938,25,1,8.13,2023-01-01,8.13
329,38,4,8.12,2023-05-14,32.48
647,25,3,8.13,2023-02-20,24.39
351,18,3,8.8,2023-01-30,26.400000000000002
141,40,2,3.92,2023-08-30,7.84
611,38,2,8.12,2023-03-09,16.24
900,7,4,7.81,2023-02-26,31.24
233,44,4,2.1,2023-05-28,8.4
529,15,1,6.55,2023-01-19,6.55
262,25,2,8.13,2023-07-23,16.26
553,41,4,9.52,2023-02-20,38.08
440,24,2,9.19,2023-02-13,18.38
926,38,2,8.12,2023-03-04,16.24
694,29,4,9.91,2023-05-09,39.64
279,3,3,9.48,2023-05-19,28.44
358,21,3,3.98,2023-06-25,11.94
536,16,4,2.77,2023-10-27,11.08
252,30,1,8.08,2023-08-10,8.08
891,16,2,2.77,2023-05-14,5.54
933,9,3,10.0,2023-06-17,30.0
748,42,1,3.68,2023-08-09,3.68
188,19,3,5.35,2023-05-06,16.049999999999997
35,32,1,2.35,2023-05-17,2.35
967,9,4,10.0,2023-10-24,40.0
391,31,1,8.03,2023-01-16,8.03
345,48,1,2.48,2023-09-15,2.48
589,38,2,8.12,2023-06-25,16.24
18,39,1,6.7,2023-07-03,6.7
608,17,4,2.87,2023-07-25,11.48
561,6,3,9.33,2023-10-27,27.990000000000002
806,45,2,3.27,2023-06-08,6.54
1,23,1,9.75,2023-02-13,9.75
459,37,1,7.58,2023-10-13,7.58
626,47,1,2.43,2023-05-15,2.43
877,14,1,3.63,2023-01-20,3.63
5,50,3,7.57,2023-10-06,22.71
608,16,3,2.77,2023-10-06,8.31
957,49,3,3.52,2023-06-18,10.56
640,9,1,10.0,2023-12-09,10.0
523,32,2,2.35,2023-07-23,4.7
798,26,4,2.12,2023-11-21,8.48
866,46,1,7.83,2023-09-28,7.83
874,22,2,5.05,2023-02-06,10.1
241,17,2,2.87,2023-11-26,5.74
526,35,4,5.0,2023-01-14,20.0
276,10,2,2.62,2023-05-19,5.24
42,10,1,2.62,2023-12-10,2.62
205,30,4,8.08,2023-10-26,32.32
429,31,4,8.03,2023-05-05,32.12
52,11,4,6.24,2023-07-31,24.96
108,39,4,6.7,2023-03-30,26.8
145,36,1,8.82,2023-08-06,8.82
505,47,2,2.43,2023-05-09,4.86
755,31,3,8.03,2023-04-12,24.089999999999996
934,28,3,8.47,2023-03-29,25.410000000000004
527,5,3,6.12,2023-05-07,18.36
677,18,1,8.8,2023-11-23,8.8
115,46,3,7.83,2023-12-14,23.490000000000002
133,11,2,6.24,2023-09-04,12.48
304,45,4,3.27,2023-03-14,13.08
897,24,1,9.19,2023-07-19,9.19
818,43,3,2.36,2023-02-15,7.08
934,18,3,8.8,2023-08-27,26.400000000000002
255,40,2,3.92,2023-12-08,7.84
460,40,3,3.92,2023-05-19,11.76
813,27,1,6.38,2023-01-06,6.38
582,26,2,2.12,2023-04-15,4.24
361,39,3,6.7,2023-05-30,20.1
495,28,1,8.47,2023-01-01,8.47
785,24,2,9.19,2023-02-25,18.38
273,34,2,3.58,2023-07-10,7.16
779,31,1,8.03,2023-02-27,8.03
518,41,4,9.52,2023-02-12,38.08
920,37,1,7.58,2023-03-15,7.58
944,28,4,8.47,2023-12-22,33.88
580,17,2,2.87,2023-12-07,5.74
167,20,2,5.97,2023-01-02,11.94
275,47,1,2.43,2023-04-07,2.43
95,26,2,2.12,2023-02-22,4.24
465,9,4,10.0,2023-12-23,40.0
800,30,2,8.08,2023-05-05,16.16
427,16,2,2.77,2023-03-23,5.54
48,48,1,2.48,2023-12-29,2.48
278,1,1,2.48,2023-02-13,2.48
994,12,4,3.08,2023-06-20,12.32
56,23,3,9.75,2023-09-26,29.25
331,35,1,5.0,2023-10-23,5.0
109,26,2,2.12,2023-08-15,4.24
32,41,1,9.52,2023-04-06,9.52
596,33,3,9.5,2023-09-13,28.5
67,30,3,8.08,2023-12-08,24.240000000000002
148,5,1,6.12,2023-11-17,6.12
160,40,3,3.92,2023-10-15,11.76
883,47,1,2.43,2023-03-29,2.43
788,10,3,2.62,2023-12-16,7.86
808,4,4,8.99,2023-12-18,35.96
936,11,4,6.24,2023-03-08,24.96
574,23,4,9.75,2023-06-15,39.0
610,29,2,9.91,2023-10-30,19.82
941,25,4,8.13,2023-01-17,32.52
245,23,1,9.75,2023-11-16,9.75
749,5,4,6.12,2023-10-10,24.48
439,21,2,3.98,2023-03-26,7.96
735,21,4,3.98,2023-07-12,15.92
123,30,2,8.08,2023-01-03,16.16
488,45,3,3.27,2023-10-21,9.81
191,48,1,2.48,2023-12-01,2.48
205,15,4,6.55,2023-04-01,26.2
913,5,2,6.12,2023-05-26,12.24
81,24,2,9.19,2023-09-18,18.38
511,47,1,2.43,2023-05-02,2.43
135,4,1,8.99,2023-06-18,8.99
453,24,4,9.19,2023-09-12,36.76
814,7,2,7.81,2023-10-12,15.62
981,11,2,6.24,2023-05-09,12.48
507,15,1,6.55,2023-06-29,6.55
671,13,2,2.86,2023-11-22,5.72
589,19,3,5.35,2023-09-12,16.049999999999997
892,25,3,8.13,2023-06-22,24.39
